Build_Date,Build_ID,DOE_Code,DOE_ID,Elongation_Percent,Hatch_mm,Layer_mm,Modulus_GPa,Orientation,Parameter_Label,Peak_Stress_MPa,Percent_Porosity_Contour,Porosity_percent_infill,Power_W,Specimen_Position,Speed_mm_per_s,Total_Porosity_Percent,VED_J_per_mm3,Yield_Strength_MPa
2022-01-06,B59_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.03,0.03,-1.0,Horizontal,B59,-1.0,-1.0,0.000150307,280,Baseplate,2670,-1.0,116.52101539741992,-1.0
2022-01-06,B60_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,4.143696958803298,0.13,0.03,113.58551025049827,Horizontal,B60,1227.6458390393627,-1.0,0.00170888,360,Baseplate,1380,-1.0,66.88963210702342,1115.1902470134332
2022-01-06,B61_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,4.5997261268659955,0.18,0.03,103.80290368853764,Horizontal,B61,1166.8862242436462,-1.0,0.259621,345,Baseplate,1710,-1.0,37.36192332683561,1029.5297809778504
2022-01-06,B62_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,4.1070743615206515,0.09,0.03,110.59276459925034,Horizontal,B62,1199.6724933316323,-1.0,0.000692399,345,Baseplate,1900,-1.0,67.2514619883041,1076.579003926202
2022-01-06,B63_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,5.701927716985527,0.05,0.03,110.32669046395614,Horizontal,B63,1165.2435111722975,-1.0,0.000669507,255,Baseplate,2870,-1.0,59.23344947735192,1041.6426331938349
2022-01-06,B64_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.08,0.03,-1.0,Horizontal,B64,-1.0,-1.0,5.75541,100,Baseplate,1460,-1.0,28.538812785388128,-1.0
2022-01-06,B65_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,3.2800570260362036,0.12,0.03,105.26238181296512,Horizontal,B65,1152.4274522797184,-1.0,0.0944847,285,Baseplate,2230,-1.0,35.50074738415546,1019.4190800803094
2022-01-06,B66_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.04,0.03,-1.0,Horizontal,B66,-1.0,-1.0,0.0,295,Baseplate,2080,-1.0,118.18910256410257,-1.0
2022-01-06,B67_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,6.0073726137422305,0.11,0.03,111.56102335732022,Horizontal,B67,1214.851767403077,-1.0,0.0,165,Baseplate,990,-1.0,50.505050505050505,1083.1046155569231
2022-01-06,B68_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.12,0.03,-1.0,Horizontal,B68,-1.0,-1.0,3.69743,245,Baseplate,2610,-1.0,26.07492550021286,-1.0
2022-01-06,B69_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,4.941482641184736,0.08,0.03,113.55773440274524,Horizontal,B69,1205.4822130616815,-1.0,0.0,205,Baseplate,1210,-1.0,70.59228650137742,1084.089482010571
2022-01-06,B70_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,7.035361375298881,0.04,0.03,111.45457431598258,Horizontal,B70,1184.8509445618722,-1.0,0.0653132,120,Baseplate,1820,-1.0,54.94505494505495,1049.5687320006282
2022-01-06,B71_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.15,0.03,-1.0,Horizontal,B71,-1.0,-1.0,5.17974,240,Baseplate,2130,-1.0,25.03912363067293,-1.0
2022-01-06,B72_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.05,0.03,-1.0,Horizontal,B72,-1.0,-1.0,0.03013,340,Baseplate,1890,-1.0,119.9294532627866,-1.0
2022-01-06,B73_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,8.967308689023143,0.09,0.03,104.96339479331549,Horizontal,B73,1173.89602442029,-1.0,0.00115685,330,Baseplate,2530,-1.0,48.309178743961354,1032.4699939855072
2022-01-06,B74_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,4.576643388740705,0.08,0.03,107.61081372896857,Horizontal,B74,1184.303449070352,-1.0,0.0428886,260,Baseplate,910,-1.0,119.04761904761907,1085.5836204271357
2022-01-06,B75_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,9.54660921851827,0.04,0.03,97.21669396323637,Horizontal,B75,1148.3707243076924,-1.0,0.0,130,Baseplate,910,-1.0,119.04761904761907,1036.350971933846
2022-01-06,B76_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.04,0.03,-1.0,Horizontal,B76,-1.0,-1.0,4.49306,115,Baseplate,3040,-1.0,31.52412280701754,-1.0
2022-01-06,B77_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,5.2656616572021555,0.1,0.03,107.46272510349661,Horizontal,B77,1168.7956034483298,-1.0,0.251887,210,Baseplate,1990,-1.0,35.175879396984925,1013.3285366427995
2022-01-06,B78_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,5.389711233678616,0.1,0.03,111.24161767425404,Horizontal,B78,1213.8795935157652,-1.0,0.02862,240,Baseplate,1480,-1.0,54.05405405405406,1083.957217911839
2022-01-06,B79_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,6.970516214334112,0.18,0.03,111.68393408959102,Horizontal,B79,1207.8233719418374,-1.0,0.0,320,Baseplate,1100,-1.0,53.872053872053876,1075.1176856439454
2022-01-06,B80_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,9.068192634025309,0.13,0.03,103.56350347298604,Horizontal,B80,1123.1028585891088,-1.0,0.365301,325,Baseplate,2480,-1.0,33.60215053763441,968.5590090594059
2022-01-06,B81_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,2.702774184299249,0.06,0.03,107.64354852251034,Horizontal,B81,1157.0152272087378,-1.0,0.0,315,Baseplate,1460,-1.0,119.86301369863016,1070.9915924271843
2022-01-06,B82_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.04,0.03,-1.0,Horizontal,B82,-1.0,-1.0,0.0649011,340,Baseplate,3070,-1.0,92.29098805646038,-1.0
2022-01-06,B83_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,4.375674375392019,0.14,0.03,111.00583418313053,Horizontal,B83,1183.3734946917525,-1.0,0.105094,300,Baseplate,1930,-1.0,37.00962250185047,1052.0516076108247
2022-01-06,B84_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,4.86727805954289,0.16,0.03,111.17275998432413,Horizontal,B84,1253.05312484375,-1.0,0.000335819,350,Baseplate,1070,-1.0,68.14641744548287,1136.2553167968751
2022-01-06,B85_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,5.549561751892849,0.06,0.03,108.59073891060508,Horizontal,B85,1193.9737507656891,-1.0,0.00413267,325,Baseplate,3570,-1.0,50.57578586990352,1058.872035376839
2022-01-06,B86_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,9.326663178264893,0.06,0.03,112.53402832970535,Horizontal,B86,1159.069848525,-1.0,0.0,235,Baseplate,2000,-1.0,65.27777777777779,1041.9614925
2022-01-06,B87_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,5.107286845372784,0.06,0.03,100.96273052503676,Horizontal,B87,1153.6382242537316,-1.0,0.0970574,140,Baseplate,650,-1.0,119.65811965811966,1057.0070919402986
2022-01-06,B88_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,6.779500932110922,0.11,0.03,107.12196294928043,Horizontal,B88,1176.2860823138337,-1.0,0.00932864,365,Baseplate,1770,-1.0,62.48929977743538,1040.9228302286729
2022-01-06,B89_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,7.151484160626659,0.13,0.03,108.88746953536995,Horizontal,B89,1207.2712941807106,-1.0,0.000769727,320,Baseplate,1360,-1.0,60.33182503770739,1075.9637912451776
2022-01-06,B90_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.18,0.03,-1.0,Horizontal,B90,-1.0,-1.0,4.32484,205,Baseplate,1460,-1.0,26.00202942668696,-1.0
2022-01-06,B91_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,10.07404843231039,0.09,0.03,103.11498632093405,Horizontal,B91,1156.5104603465345,-1.0,0.0135592,180,Baseplate,1690,-1.0,39.447731755424066,992.3095512623762
2022-01-06,B92_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.15,0.03,-1.0,Horizontal,B92,-1.0,-1.0,2.41311,305,Baseplate,2490,-1.0,27.21999107541276,-1.0
2022-01-06,B93_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,5.162408244910236,0.09,0.03,107.43147656321209,Horizontal,B93,1104.0184500200671,-1.0,0.106908,320,Baseplate,3230,-1.0,36.69303978901502,955.4204622385732
2022-01-06,B94_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.14,0.03,-1.0,Horizontal,B94,-1.0,-1.0,5.2483,190,Baseplate,1800,-1.0,25.13227513227513,-1.0
2022-01-06,B95_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,7.816023491858,0.04,0.03,106.6408615383319,Horizontal,B95,1127.5816376555024,-1.0,0.00103927,280,Baseplate,3460,-1.0,67.4373795761079,1011.4933464114832
2022-01-06,B96_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,9.132561458217868,0.16,0.03,102.5349279471065,Horizontal,B96,1143.6937399752476,-1.0,0.145997,265,Baseplate,1440,-1.0,38.339120370370374,992.6788505940593
2022-01-06,B97_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,6.365165835741229,0.13,0.03,103.00448081098433,Horizontal,B97,1148.0210599435156,-1.0,0.0719064,360,Baseplate,2210,-1.0,41.768186564566655,999.2470828807137
2022-01-06,B98_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,-1.0,0.16,0.03,-1.0,Horizontal,B98,-1.0,-1.0,6.12095,175,Baseplate,1450,-1.0,25.143678160919542,-1.0
2022-01-06,B99_2022-01-06_JHUAPL_EOSM290_Ti64_Cylinder,2,B,9.851263324128547,0.05,0.03,111.20876210788951,Horizontal,B99,1120.9440613300494,-1.0,0.0,155,Baseplate,1700,-1.0,60.7843137254902,986.1678473645322
2022-01-11,C01_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,7.628052511361913,0.1,0.03,101.23115139887946,Horizontal,C01,1206.2530030519429,-1.0,0.103849,153,Baseplate,719,-1.0,70.9318497913769,1069.8605426514482
2022-01-11,C02_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,11.017845869650762,0.03,0.03,93.4537931101777,Horizontal,C02,1189.677766826866,-1.0,0.00928962,125,Baseplate,1952,-1.0,71.1520947176685,1037.2093830626868
2022-01-11,C03_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,8.901504058818706,0.09,0.03,100.5992557957807,Horizontal,C03,1155.7072402082622,-1.0,0.0467177,122,Baseplate,609,-1.0,74.19570637961444,1013.7281415363605
2022-01-11,C04_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,3.6296601371753354,0.03,0.03,91.06741822381011,Horizontal,C04,1170.311406593375,-1.0,0.0266018,98,Baseplate,1458,-1.0,74.68373723517757,1030.2114224157265
2022-01-11,C05_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,4.183166785092189,0.18,0.03,98.86138584324571,Horizontal,C05,1192.4735646768845,-1.0,0.0766856,325,Baseplate,781,-1.0,77.06169678000664,1092.0395747005025
2022-01-11,C06_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,8.28823117807224,0.03,0.03,97.8226763423296,Horizontal,C06,1143.4095680625858,-1.0,0.0255645,266,Baseplate,3781,-1.0,78.16862088218872,1008.2788089148462
2022-01-11,C07_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,7.005535490683963,0.03,0.03,89.7502943581455,Horizontal,C07,1152.682623945307,-1.0,0.00141562,190,Baseplate,2648,-1.0,79.72473984558577,1036.8241915787141
2022-01-11,C08_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.16,0.03,-1.0,Horizontal,C08,-1.0,-1.0,6.66948,173,Baseplate,415,-1.0,86.84738955823293,-1.0
2022-01-11,C09_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,10.127854914464983,0.04,0.03,96.67142579409146,Horizontal,C09,1125.9641348408654,-1.0,0.000415625,254,Baseplate,2430,-1.0,87.10562414266118,999.187512416827
2022-01-11,C10_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,7.240547970156008,0.07,0.03,95.48844182323498,Horizontal,C10,1159.8413728758624,-1.0,0.254809,133,Baseplate,666,-1.0,95.09509509509509,1048.8192797793104
2022-01-11,C11_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.13,0.03,-1.0,Horizontal,C11,-1.0,-1.0,1.36061,239,Baseplate,643,-1.0,95.3064561151653,-1.0
2022-01-11,C12_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,4.5741313912709,0.16,0.03,99.79347534872608,Horizontal,C12,1151.6147009085028,-1.0,0.330227,346,Baseplate,738,-1.0,97.67389340560072,1053.9483972227474
2022-01-11,C13_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,2.601445076685548,0.19,0.03,95.3913617319354,Horizontal,C13,1162.3691341500003,-1.0,0.757246,351,Baseplate,627,-1.0,98.21203727020902,1070.14618605
2022-01-11,C14_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.07,0.03,-1.0,Horizontal,C14,-1.0,-1.0,1.03298,126,Baseplate,559,-1.0,107.33452593917711,-1.0
2022-01-11,C15_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,5.784860108254833,0.07,0.03,99.93051622989671,Horizontal,C15,1159.234318740594,-1.0,0.202604,192,Baseplate,845,-1.0,108.19949281487742,1060.8230665678218
2022-01-11,C16_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,3.853367150108063,0.12,0.03,91.28842017073126,Horizontal,C16,1150.7820080231154,-1.0,0.515962,287,Baseplate,732,-1.0,108.91013964784456,1070.184396903015
2022-01-11,C17_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.18,0.03,-1.0,Horizontal,C17,-1.0,-1.0,1.2805,365,Baseplate,614,-1.0,110.08565568826155,-1.0
2022-01-11,C18_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,4.350605004473629,0.13,0.03,97.38002281569158,Horizontal,C18,1142.982400943828,-1.0,0.22006,357,Baseplate,826,-1.0,110.82138200782268,1061.3786221125429
2022-01-11,C19_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.03,0.03,-1.0,Horizontal,C19,-1.0,-1.0,-1.0,338,Baseplate,3260,-1.0,115.20109066121337,-1.0
2022-01-11,C20_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,3.910334478475344,0.12,0.03,93.10050554905676,Horizontal,C20,1135.9638455136364,-1.0,0.260537,357,Baseplate,846,-1.0,117.21828211189914,1056.934365157576
2022-01-11,C21_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.04,0.03,-1.0,Horizontal,C21,-1.0,-1.0,-1.0,358,Baseplate,2347,-1.0,127.11262604743645,-1.0
2022-01-11,C22_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.08,0.03,-1.0,Horizontal,C22,-1.0,-1.0,1.2746,258,Baseplate,776,-1.0,138.53092783505156,-1.0
2022-01-11,C23_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.03,0.03,-1.0,Horizontal,C23,-1.0,-1.0,-1.0,368,Baseplate,2895,-1.0,141.23968528113608,-1.0
2022-01-11,C24_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.08,0.03,-1.0,Horizontal,C24,-1.0,-1.0,1.24449,282,Baseplate,823,-1.0,142.7703523693803,-1.0
2022-01-11,C25_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,4.3686264761120555,0.04,0.03,100.47617300482437,Horizontal,C25,1139.8535281220115,-1.0,0.0589624,117,Baseplate,666,-1.0,146.3963963963964,1034.610250065208
2022-01-11,C26_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,6.886742345728365,0.12,0.03,93.18428810331251,Horizontal,C26,1075.1239474378112,-1.0,0.825378,280,Baseplate,2475,-1.0,31.42536475869809,895.8808808955226
2022-01-11,C27_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,13.083440562233006,0.05,0.03,87.94419504947878,Horizontal,C27,1131.6297515621213,-1.0,0.354075,107,Baseplate,1650,-1.0,43.23232323232323,968.5595789651516
2022-01-11,C28_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.18,0.03,-1.0,Horizontal,C28,-1.0,-1.0,9.5344,101,Baseplate,695,-1.0,26.911803890221158,-1.0
2022-01-11,C29_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.17,0.03,-1.0,Horizontal,C29,-1.0,-1.0,7.14683,118,Baseplate,874,-1.0,26.472831695607304,-1.0
2022-01-11,C30_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,12.458984932722322,0.09,0.03,91.73983038124955,Horizontal,C30,1163.8140231805971,-1.0,0.0305953,239,Baseplate,2344,-1.0,37.76387308810517,987.0043599238808
2022-01-11,C31_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,11.47359217591091,0.06,0.03,85.60447835006514,Horizontal,C31,1144.411927671642,-1.0,0.997497,204,Baseplate,3096,-1.0,36.60637381567615,979.5978523194033
2022-01-11,C32_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,10.096081807084321,0.11,0.03,97.95191582726497,Horizontal,C32,1146.7878783263295,-1.0,0.120476,354,Baseplate,2596,-1.0,41.32231404958677,979.232457140994
2022-01-11,C33_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,4.991799830950904,0.17,0.03,94.4966700327319,Horizontal,C33,1166.2787695431473,-1.0,0.22089,323,Baseplate,1577,-1.0,40.16064257028113,1016.7927275687031
2022-01-11,C34_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,8.4962103463686,0.05,0.03,100.31445003247872,Horizontal,C34,1127.237930525,-1.0,0.0,234,Baseplate,2428,-1.0,64.2504118616145,986.1450801999999
2022-01-11,C35_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,7.014148027816448,0.1,0.03,89.32234988458963,Horizontal,C35,1082.6047794832384,-1.0,0.983041,346,Baseplate,3493,-1.0,33.01841778795687,918.1093086810131
2022-01-11,C36_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.06,0.03,-1.0,Horizontal,C36,-1.0,-1.0,4.33587,164,Baseplate,2870,-1.0,31.74603174603175,-1.0
2022-01-11,C37_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,8.46348543624697,0.1,0.03,93.7459416544618,Horizontal,C37,1111.0035867661693,-1.0,0.960557,310,Baseplate,3118,-1.0,33.14090228779132,933.5282439800997
2022-01-11,C38_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,9.924337998103338,0.17,0.03,94.07508278704658,Horizontal,C38,1129.918703460691,-1.0,0.644374,298,Baseplate,1719,-1.0,33.9914907207793,968.494964016838
2022-01-11,C39_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,9.712158449658666,0.06,0.03,98.32283525167897,Horizontal,C39,1150.6655855443043,-1.0,0.139107,196,Baseplate,2763,-1.0,39.40965938794386,975.8139549819448
2022-01-11,C40_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,11.851670453279949,0.07,0.03,93.99903310618112,Horizontal,C40,1167.0917686123612,-1.0,0.124328,268,Baseplate,3245,-1.0,39.32790373468339,1007.1171127137713
2022-01-11,C41_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,13.69428222343864,0.07,0.03,98.06811845482778,Horizontal,C41,1149.2527418149257,-1.0,0.32252,198,Baseplate,2541,-1.0,37.105751391465674,975.920214510448
2022-01-11,C42_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,13.15759410590292,0.11,0.03,97.84645947046077,Horizontal,C42,1142.902244293612,-1.0,0.136837,134,Baseplate,1178,-1.0,34.47034007305654,959.5210940161832
2022-01-11,C43_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,11.918087440838724,0.09,0.03,97.08213130026496,Horizontal,C43,1177.5094123880601,-1.0,0.187772,211,Baseplate,2161,-1.0,36.16295610742627,1007.812235671642
2022-01-11,C44_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.07,0.03,-1.0,Horizontal,C44,-1.0,-1.0,1.01441,162,Baseplate,2227,-1.0,34.63981012252229,-1.0
2022-01-11,C45_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,8.537450976089874,0.13,0.03,93.83741896477129,Horizontal,C45,1168.7652370486032,-1.0,0.0175571,252,Baseplate,1594,-1.0,40.53662773863527,1016.4250226238044
2022-01-11,C46_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,5.814006209238369,0.11,0.03,91.65948120123885,Horizontal,C46,1096.0724884263961,-1.0,0.883416,277,Baseplate,2641,-1.0,31.783185891478208,928.9533234771575
2022-01-11,C47_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,12.634980806766913,0.09,0.03,93.33459013720507,Horizontal,C47,1127.3708891107053,-1.0,0.167868,62,Baseplate,444,-1.0,51.71838505171838,946.4768348972135
2022-01-11,C48_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.05,0.03,-1.0,Horizontal,C48,-1.0,-1.0,1.29232,106,Baseplate,1736,-1.0,40.706605222734254,-1.0
2022-01-11,C49_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,-1.0,0.11,0.03,-1.0,Horizontal,C49,-1.0,-1.0,2.42288,60,Baseplate,539,-1.0,33.732501264968796,-1.0
2022-01-11,C50_2022-01-11_JHUAPL_EOSM290_Ti64_Cylinder,3,C,9.680027476281543,0.18,0.03,101.812770055167,Horizontal,C50,1194.5729708013782,-1.0,0.0462831,141,Baseplate,486,-1.0,53.72656607224509,1044.798526443169
